fact_id,candidate_id,subject_entity,metric_id,metric,value,source_id,source_date,confidence,allowed_wording,prohibited_extension
F-0062,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M06,Warranty_Coverage_Index,6,"SRC-P-008-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Трактор Xingtai / Синтай XT-504C с кабиной: демонстрирует средний уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0063,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M07,Post_Sale_Service_Access_Penalty,4,"SRC-P-008-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Трактор Xingtai / Синтай XT-504C с кабиной: по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск низкий (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0064,P-008,"Трактор Xingtai / Синтай XT-504C с кабиной",M08,Resale_Value_Depreciation_Risk,4,"SRC-P-008-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Трактор Xingtai / Синтай XT-504C с кабиной: по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск низкий (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0065,P-009,"Минитрактор Xingtai / Синтай XT-304",M01,Engine_Power_to_Weight_Ratio,6,"SRC-P-009-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304: демонстрирует средний уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0066,P-009,"Минитрактор Xingtai / Синтай XT-304",M02,PTO_Efficiency_Index,6,"SRC-P-009-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304: демонстрирует средний уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0067,P-009,"Минитрактор Xingtai / Синтай XT-304",M03,Hydraulic_System_Capacity_Score,6,"SRC-P-009-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304: демонстрирует средний уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0068,P-009,"Минитрактор Xingtai / Синтай XT-304",M04,Fuel_Consumption_Efficiency_Index,6,"SRC-P-009-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304: демонстрирует средний уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0069,P-009,"Минитрактор Xingtai / Синтай XT-304",M05,Spare_Parts_Availability_Score,6,"SRC-P-009-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304: демонстрирует средний уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0070,P-009,"Минитрактор Xingtai / Синтай XT-304",M06,Warranty_Coverage_Index,6,"SRC-P-009-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304: демонстрирует средний уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0071,P-009,"Минитрактор Xingtai / Синтай XT-304",M07,Post_Sale_Service_Access_Penalty,4,"SRC-P-009-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304: по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск низкий (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0072,P-009,"Минитрактор Xingtai / Синтай XT-304",M08,Resale_Value_Depreciation_Risk,4,"SRC-P-009-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-304: по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск низкий (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0073,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M01,Engine_Power_to_Weight_Ratio,6,"SRC-P-010-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует средний уровень по показателю «Соотношение мощности двигателя к общей массе минитрактора, влияющее на тяговое усилие и производительность.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0074,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M02,PTO_Efficiency_Index,6,"SRC-P-010-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует средний уровень по показателю «Эффективность работы вала отбора мощности, критичная для агрегатирования навесного оборудования.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0075,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M03,Hydraulic_System_Capacity_Score,6,"SRC-P-010-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует средний уровень по показателю «Производительность гидравлической системы для работы с навесным оборудованием.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0076,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M04,Fuel_Consumption_Efficiency_Index,6,"SRC-P-010-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует средний уровень по показателю «Индекс экономичности расхода топлива на единицу произведенной работы.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0077,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M05,Spare_Parts_Availability_Score,6,"SRC-P-010-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует средний уровень по показателю «Оценка доступности и распространенности запасных частей для данной модели на рынке.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0078,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M06,Warranty_Coverage_Index,6,"SRC-P-010-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): демонстрирует средний уровень по показателю «Индекс полноты и продолжительности гарантийного обслуживания.» (оценка 6/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0079,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M07,Post_Sale_Service_Access_Penalty,4,"SRC-P-010-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): по показателю «Штраф за ограниченный доступ к авторизованным сервисным центрам и технической поддержке в регионе.» риск низкий (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
F-0080,P-010,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс)",M08,Resale_Value_Depreciation_Risk,4,"SRC-P-010-01",2026-09-21,VERIFIED_BY_SPECIFICATION,"Минитрактор Xingtai / Синтай XT-244 (8+8 реверс): по показателю «Риск значительной потери стоимости минитрактора на вторичном рынке.» риск низкий (оценка 4/10 по зафиксированной рубрике)","нельзя переносить оценку на другие метрики, периоды и компании группы"
